doc_id,section_title,section_text,policy_type,version,jurisdiction,severity_default,tags
P139,Sick Leave Eligibility,"This section outlines the guidelines for sick leave eligibility with respect to employee health, medical documentation, and operational continuity. Where necessary, HR may request additional medical documentation to validate extended absence. This section may be reviewed and updated as business or legal requirements evolve. Sick leave is intended exclusively for genuine illness or medical treatment. Where this policy conflicts with statutory requirements, the statutory requirement will prevail.",sick_leave,v1,GLOBAL,medium,"sick, leave, eligibility"
P140,Sick Leave Entitlement Per Year,"This section outlines the guidelines for sick leave entitlement per year with respect to employee health, medical documentation, and operational continuity. Abuse of sick leave privileges may be treated as a disciplinary matter. Sick leave is intended exclusively for genuine illness or medical treatment. Where necessary, HR may request additional medical documentation to validate extended absence. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise.",sick_leave,v1,GLOBAL,medium,"sick, leave, entitlement, per, year"
P141,Medical Certificate Requirements,"This section outlines the guidelines for medical certificate requirements with respect to employee health, medical documentation, and operational continuity. Where necessary, HR may request additional medical documentation to validate extended absence. Managers should apply this rule consistently across their teams to avoid perceived bias. This section may be reviewed and updated as business or legal requirements evolve. Where this policy conflicts with statutory requirements, the statutory requirement will prevail.",sick_leave,v1,GLOBAL,medium,"medical, certificate, requirements"
P142,Consecutive Sick Leave Rules,"This section outlines the guidelines for consecutive sick leave rules with respect to employee health, medical documentation, and operational continuity. Where necessary, HR may request additional medical documentation to validate extended absence. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Sick leave is intended exclusively for genuine illness or medical treatment. Exceptions may be granted only with prior written approval from the appropriate authority.",sick_leave,v1,GLOBAL,medium,"consecutive, sick, leave, rules"
P143,Sick Leave Carry Forward,"This section outlines the guidelines for sick leave carry forward with respect to employee health, medical documentation, and operational continuity. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Where necessary, HR may request additional medical documentation to validate extended absence. This section may be reviewed and updated as business or legal requirements evolve. Exceptions may be granted only with prior written approval from the appropriate authority.",sick_leave,v1,GLOBAL,medium,"sick, leave, carry, forward"
P144,Sick Leave During Probation,"This section outlines the guidelines for sick leave during probation with respect to employee health, medical documentation, and operational continuity. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Where necessary, HR may request additional medical documentation to validate extended absence. Employees are expected to review this clause before raising queries with HR. This section may be reviewed and updated as business or legal requirements evolve.",sick_leave,v1,GLOBAL,medium,"sick, leave, during, probation"
P145,Restrictions on Working While Sick,"This section outlines the guidelines for restrictions on working while sick with respect to employee health, medical documentation, and operational continuity. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Managers should apply this rule consistently across their teams to avoid perceived bias. Sick leave is intended exclusively for genuine illness or medical treatment.",sick_leave,v1,GLOBAL,medium,"restrictions, on, working, while, sick"
P146,Remote Work While on Sick Leave,"This section outlines the guidelines for remote work while on sick leave with respect to employee health, medical documentation, and operational continuity. This section may be reviewed and updated as business or legal requirements evolve. Exceptions may be granted only with prior written approval from the appropriate authority. Where necessary, HR may request additional medical documentation to validate extended absence. Sick leave is intended exclusively for genuine illness or medical treatment.",sick_leave,v1,GLOBAL,medium,"remote, work, while, on, sick, leave"
P147,Sick Leave Eligibility,"This section outlines the guidelines for sick leave eligibility with respect to employee health, medical documentation, and operational continuity. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Sick leave is intended exclusively for genuine illness or medical treatment. This section may be reviewed and updated as business or legal requirements evolve. Exceptions may be granted only with prior written approval from the appropriate authority.",sick_leave,v1,GLOBAL,medium,"sick, leave, eligibility"
P148,Sick Leave Entitlement Per Year,"This section outlines the guidelines for sick leave entitlement per year with respect to employee health, medical documentation, and operational continuity. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Exceptions may be granted only with prior written approval from the appropriate authority. Abuse of sick leave privileges may be treated as a disciplinary matter. Sick leave is intended exclusively for genuine illness or medical treatment.",sick_leave,v1,GLOBAL,medium,"sick, leave, entitlement, per, year"
P149,Medical Certificate Requirements,"This section outlines the guidelines for medical certificate requirements with respect to employee health, medical documentation, and operational continuity. This section may be reviewed and updated as business or legal requirements evolve. Where necessary, HR may request additional medical documentation to validate extended absence. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Employees are expected to review this clause before raising queries with HR.",sick_leave,v1,GLOBAL,medium,"medical, certificate, requirements"
P150,Consecutive Sick Leave Rules,"This section outlines the guidelines for consecutive sick leave rules with respect to employee health, medical documentation, and operational continuity. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Sick leave is intended exclusively for genuine illness or medical treatment. Abuse of sick leave privileges may be treated as a disciplinary matter. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise.",sick_leave,v1,GLOBAL,medium,"consecutive, sick, leave, rules"
P151,Sick Leave Carry Forward,"This section outlines the guidelines for sick leave carry forward with respect to employee health, medical documentation, and operational continuity. Employees are expected to review this clause before raising queries with HR. Sick leave is intended exclusively for genuine illness or medical treatment. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Abuse of sick leave privileges may be treated as a disciplinary matter.",sick_leave,v1,GLOBAL,medium,"sick, leave, carry, forward"
P152,Sick Leave During Probation,"This section outlines the guidelines for sick leave during probation with respect to employee health, medical documentation, and operational continuity. This section may be reviewed and updated as business or legal requirements evolve. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Sick leave is intended exclusively for genuine illness or medical treatment. Where this policy conflicts with statutory requirements, the statutory requirement will prevail.",sick_leave,v1,GLOBAL,medium,"sick, leave, during, probation"
P153,Restrictions on Working While Sick,"This section outlines the guidelines for restrictions on working while sick with respect to employee health, medical documentation, and operational continuity. Sick leave is intended exclusively for genuine illness or medical treatment. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Where necessary, HR may request additional medical documentation to validate extended absence. Exceptions may be granted only with prior written approval from the appropriate authority.",sick_leave,v1,GLOBAL,medium,"restrictions, on, working, while, sick"
P154,Remote Work While on Sick Leave,"This section outlines the guidelines for remote work while on sick leave with respect to employee health, medical documentation, and operational continuity. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Sick leave is intended exclusively for genuine illness or medical treatment. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Employees are expected to review this clause before raising queries with HR.",sick_leave,v1,GLOBAL,medium,"remote, work, while, on, sick, leave"
P155,Sick Leave Eligibility,"This section outlines the guidelines for sick leave eligibility with respect to employee health, medical documentation, and operational continuity. Sick leave is intended exclusively for genuine illness or medical treatment. This section may be reviewed and updated as business or legal requirements evolve. Where necessary, HR may request additional medical documentation to validate extended absence. Abuse of sick leave privileges may be treated as a disciplinary matter.",sick_leave,v1,GLOBAL,medium,"sick, leave, eligibility"
P156,Sick Leave Entitlement Per Year,"This section outlines the guidelines for sick leave entitlement per year with respect to employee health, medical documentation, and operational continuity. Sick leave is intended exclusively for genuine illness or medical treatment. Managers should apply this rule consistently across their teams to avoid perceived bias. Abuse of sick leave privileges may be treated as a disciplinary matter. Where this policy conflicts with statutory requirements, the statutory requirement will prevail.",sick_leave,v1,GLOBAL,medium,"sick, leave, entitlement, per, year"
P157,Medical Certificate Requirements,"This section outlines the guidelines for medical certificate requirements with respect to employee health, medical documentation, and operational continuity. Managers should apply this rule consistently across their teams to avoid perceived bias. Employees are expected to review this clause before raising queries with HR. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise.",sick_leave,v1,GLOBAL,medium,"medical, certificate, requirements"
P158,Consecutive Sick Leave Rules,"This section outlines the guidelines for consecutive sick leave rules with respect to employee health, medical documentation, and operational continuity. Employees are expected to review this clause before raising queries with HR. Exceptions may be granted only with prior written approval from the appropriate authority. This section may be reviewed and updated as business or legal requirements evolve. Where this policy conflicts with statutory requirements, the statutory requirement will prevail.",sick_leave,v1,GLOBAL,medium,"consecutive, sick, leave, rules"
P159,Sick Leave Carry Forward,"This section outlines the guidelines for sick leave carry forward with respect to employee health, medical documentation, and operational continuity. Managers should apply this rule consistently across their teams to avoid perceived bias. Where necessary, HR may request additional medical documentation to validate extended absence. Exceptions may be granted only with prior written approval from the appropriate authority. Employees are expected to review this clause before raising queries with HR.",sick_leave,v1,GLOBAL,medium,"sick, leave, carry, forward"
P160,Sick Leave During Probation,"This section outlines the guidelines for sick leave during probation with respect to employee health, medical documentation, and operational continuity. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Sick leave is intended exclusively for genuine illness or medical treatment. Managers should apply this rule consistently across their teams to avoid perceived bias. Exceptions may be granted only with prior written approval from the appropriate authority.",sick_leave,v1,GLOBAL,medium,"sick, leave, during, probation"
P161,Restrictions on Working While Sick,"This section outlines the guidelines for restrictions on working while sick with respect to employee health, medical documentation, and operational continuity. Where necessary, HR may request additional medical documentation to validate extended absence. This section may be reviewed and updated as business or legal requirements evolve. Managers should apply this rule consistently across their teams to avoid perceived bias. Where this policy conflicts with statutory requirements, the statutory requirement will prevail.",sick_leave,v1,GLOBAL,medium,"restrictions, on, working, while, sick"
P162,Remote Work While on Sick Leave,"This section outlines the guidelines for remote work while on sick leave with respect to employee health, medical documentation, and operational continuity. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Sick leave is intended exclusively for genuine illness or medical treatment. Managers should apply this rule consistently across their teams to avoid perceived bias. Employees are expected to review this clause before raising queries with HR.",sick_leave,v1,GLOBAL,medium,"remote, work, while, on, sick, leave"
P163,Sick Leave Eligibility,"This section outlines the guidelines for sick leave eligibility with respect to employee health, medical documentation, and operational continuity. Where necessary, HR may request additional medical documentation to validate extended absence. Employees are expected to review this clause before raising queries with HR. This section may be reviewed and updated as business or legal requirements evolve. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise.",sick_leave,v1,GLOBAL,medium,"sick, leave, eligibility"
P164,Sick Leave Entitlement Per Year,"This section outlines the guidelines for sick leave entitlement per year with respect to employee health, medical documentation, and operational continuity. Employees are expected to review this clause before raising queries with HR. This section may be reviewed and updated as business or legal requirements evolve. Exceptions may be granted only with prior written approval from the appropriate authority. Where necessary, HR may request additional medical documentation to validate extended absence.",sick_leave,v1,GLOBAL,medium,"sick, leave, entitlement, per, year"
P165,Medical Certificate Requirements,"This section outlines the guidelines for medical certificate requirements with respect to employee health, medical documentation, and operational continuity. Exceptions may be granted only with prior written approval from the appropriate authority. Employees are expected to review this clause before raising queries with HR. Sick leave is intended exclusively for genuine illness or medical treatment. Where necessary, HR may request additional medical documentation to validate extended absence.",sick_leave,v1,GLOBAL,medium,"medical, certificate, requirements"
P166,Consecutive Sick Leave Rules,"This section outlines the guidelines for consecutive sick leave rules with respect to employee health, medical documentation, and operational continuity. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Abuse of sick leave privileges may be treated as a disciplinary matter. Sick leave is intended exclusively for genuine illness or medical treatment. Employees are expected to review this clause before raising queries with HR.",sick_leave,v1,GLOBAL,medium,"consecutive, sick, leave, rules"
P167,Sick Leave Carry Forward,"This section outlines the guidelines for sick leave carry forward with respect to employee health, medical documentation, and operational continuity. Managers should apply this rule consistently across their teams to avoid perceived bias. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Exceptions may be granted only with prior written approval from the appropriate authority. Where necessary, HR may request additional medical documentation to validate extended absence.",sick_leave,v1,GLOBAL,medium,"sick, leave, carry, forward"
P168,Sick Leave During Probation,"This section outlines the guidelines for sick leave during probation with respect to employee health, medical documentation, and operational continuity. Exceptions may be granted only with prior written approval from the appropriate authority. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Where necessary, HR may request additional medical documentation to validate extended absence. This section may be reviewed and updated as business or legal requirements evolve.",sick_leave,v1,GLOBAL,medium,"sick, leave, during, probation"
P169,Restrictions on Working While Sick,"This section outlines the guidelines for restrictions on working while sick with respect to employee health, medical documentation, and operational continuity. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. This section may be reviewed and updated as business or legal requirements evolve. Exceptions may be granted only with prior written approval from the appropriate authority. Abuse of sick leave privileges may be treated as a disciplinary matter.",sick_leave,v1,GLOBAL,medium,"restrictions, on, working, while, sick"
P170,Remote Work While on Sick Leave,"This section outlines the guidelines for remote work while on sick leave with respect to employee health, medical documentation, and operational continuity. Exceptions may be granted only with prior written approval from the appropriate authority. Managers should apply this rule consistently across their teams to avoid perceived bias. Where necessary, HR may request additional medical documentation to validate extended absence. Employees are expected to review this clause before raising queries with HR.",sick_leave,v1,GLOBAL,medium,"remote, work, while, on, sick, leave"
P171,Sick Leave Eligibility,"This section outlines the guidelines for sick leave eligibility with respect to employee health, medical documentation, and operational continuity. Employees are expected to review this clause before raising queries with HR. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Where necessary, HR may request additional medical documentation to validate extended absence. This section may be reviewed and updated as business or legal requirements evolve.",sick_leave,v1,GLOBAL,medium,"sick, leave, eligibility"
P172,Sick Leave Entitlement Per Year,"This section outlines the guidelines for sick leave entitlement per year with respect to employee health, medical documentation, and operational continuity. Sick leave is intended exclusively for genuine illness or medical treatment. Abuse of sick leave privileges may be treated as a disciplinary matter. This section may be reviewed and updated as business or legal requirements evolve. Exceptions may be granted only with prior written approval from the appropriate authority.",sick_leave,v1,GLOBAL,medium,"sick, leave, entitlement, per, year"
P173,Medical Certificate Requirements,"This section outlines the guidelines for medical certificate requirements with respect to employee health, medical documentation, and operational continuity. Exceptions may be granted only with prior written approval from the appropriate authority. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Employees are expected to review this clause before raising queries with HR. This section may be reviewed and updated as business or legal requirements evolve.",sick_leave,v1,GLOBAL,medium,"medical, certificate, requirements"
P174,Consecutive Sick Leave Rules,"This section outlines the guidelines for consecutive sick leave rules with respect to employee health, medical documentation, and operational continuity. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Exceptions may be granted only with prior written approval from the appropriate authority. Sick leave is intended exclusively for genuine illness or medical treatment. Abuse of sick leave privileges may be treated as a disciplinary matter.",sick_leave,v1,GLOBAL,medium,"consecutive, sick, leave, rules"
P175,Sick Leave Carry Forward,"This section outlines the guidelines for sick leave carry forward with respect to employee health, medical documentation, and operational continuity. Employees are expected to review this clause before raising queries with HR. This section may be reviewed and updated as business or legal requirements evolve. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Where this policy conflicts with statutory requirements, the statutory requirement will prevail.",sick_leave,v1,GLOBAL,medium,"sick, leave, carry, forward"
P176,Sick Leave During Probation,"This section outlines the guidelines for sick leave during probation with respect to employee health, medical documentation, and operational continuity. This section may be reviewed and updated as business or legal requirements evolve. Exceptions may be granted only with prior written approval from the appropriate authority. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Abuse of sick leave privileges may be treated as a disciplinary matter.",sick_leave,v1,GLOBAL,medium,"sick, leave, during, probation"
P177,Restrictions on Working While Sick,"This section outlines the guidelines for restrictions on working while sick with respect to employee health, medical documentation, and operational continuity. This section may be reviewed and updated as business or legal requirements evolve. Employees are expected to review this clause before raising queries with HR. Sick leave is intended exclusively for genuine illness or medical treatment. Where this policy conflicts with statutory requirements, the statutory requirement will prevail.",sick_leave,v1,GLOBAL,medium,"restrictions, on, working, while, sick"
P178,Remote Work While on Sick Leave,"This section outlines the guidelines for remote work while on sick leave with respect to employee health, medical documentation, and operational continuity. Where necessary, HR may request additional medical documentation to validate extended absence. Exceptions may be granted only with prior written approval from the appropriate authority. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Managers should apply this rule consistently across their teams to avoid perceived bias.",sick_leave,v1,GLOBAL,medium,"remote, work, while, on, sick, leave"
P179,Sick Leave Eligibility,"This section outlines the guidelines for sick leave eligibility with respect to employee health, medical documentation, and operational continuity. Where necessary, HR may request additional medical documentation to validate extended absence. Managers should apply this rule consistently across their teams to avoid perceived bias. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Exceptions may be granted only with prior written approval from the appropriate authority.",sick_leave,v1,GLOBAL,medium,"sick, leave, eligibility"
P180,Sick Leave Entitlement Per Year,"This section outlines the guidelines for sick leave entitlement per year with respect to employee health, medical documentation, and operational continuity. Abuse of sick leave privileges may be treated as a disciplinary matter. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Where necessary, HR may request additional medical documentation to validate extended absence. Sick leave is intended exclusively for genuine illness or medical treatment.",sick_leave,v1,GLOBAL,medium,"sick, leave, entitlement, per, year"
P181,Employee Engagement Activities (General),"This section provides general guidance related to employee engagement activities and is not directly part of the leave or remote work policy corpus. Although this clause may not directly govern leave or remote work, it informs broader behaviour expectations. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. This section may be reviewed and updated as business or legal requirements evolve. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise.",leave,v1,GLOBAL,low,"noise, general, employee, engagement, activities"
P182,Use of Common Areas and Meeting Rooms (General),This section provides general guidance related to use of common areas and meeting rooms and is not directly part of the leave or remote work policy corpus. This section may be reviewed and updated as business or legal requirements evolve. These guidelines are designed to reinforce a respectful and productive workplace. Exceptions may be granted only with prior written approval from the appropriate authority. Employees are expected to review this clause before raising queries with HR.,leave,v1,GLOBAL,low,"noise, general, use, of, common, areas, and, meeting, rooms"
P183,Use of Common Areas and Meeting Rooms (General),"This section provides general guidance related to use of common areas and meeting rooms and is not directly part of the leave or remote work policy corpus. Although this clause may not directly govern leave or remote work, it informs broader behaviour expectations. Exceptions may be granted only with prior written approval from the appropriate authority. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise.",leave,v1,GLOBAL,low,"noise, general, use, of, common, areas, and, meeting, rooms"
P184,Internal Communication Guidelines (General),"This section provides general guidance related to internal communication guidelines and is not directly part of the leave or remote work policy corpus. These guidelines are designed to reinforce a respectful and productive workplace. Managers should apply this rule consistently across their teams to avoid perceived bias. Employees are expected to review this clause before raising queries with HR. Where this policy conflicts with statutory requirements, the statutory requirement will prevail.",leave,v1,GLOBAL,low,"noise, general, internal, communication, guidelines"
P185,Use of Common Areas and Meeting Rooms (General),"This section provides general guidance related to use of common areas and meeting rooms and is not directly part of the leave or remote work policy corpus. Managers should apply this rule consistently across their teams to avoid perceived bias. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Exceptions may be granted only with prior written approval from the appropriate authority. Although this clause may not directly govern leave or remote work, it informs broader behaviour expectations.",leave,v1,GLOBAL,low,"noise, general, use, of, common, areas, and, meeting, rooms"
P186,Use of Common Areas and Meeting Rooms (General),"This section provides general guidance related to use of common areas and meeting rooms and is not directly part of the leave or remote work policy corpus. This section may be reviewed and updated as business or legal requirements evolve. Managers should apply this rule consistently across their teams to avoid perceived bias. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. These guidelines are designed to reinforce a respectful and productive workplace.",leave,v1,GLOBAL,low,"noise, general, use, of, common, areas, and, meeting, rooms"
P187,Internal Communication Guidelines (General),"This section provides general guidance related to internal communication guidelines and is not directly part of the leave or remote work policy corpus. Employees are expected to review this clause before raising queries with HR. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Exceptions may be granted only with prior written approval from the appropriate authority. Although this clause may not directly govern leave or remote work, it informs broader behaviour expectations.",leave,v1,GLOBAL,low,"noise, general, internal, communication, guidelines"
P188,Office Dress Code Expectations (General),"This section provides general guidance related to office dress code expectations and is not directly part of the leave or remote work policy corpus. These guidelines are designed to reinforce a respectful and productive workplace. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Exceptions may be granted only with prior written approval from the appropriate authority.",leave,v1,GLOBAL,low,"noise, general, office, dress, code, expectations"
P189,Company Social Media Guidelines (General),"This section provides general guidance related to company social media guidelines and is not directly part of the leave or remote work policy corpus. Although this clause may not directly govern leave or remote work, it informs broader behaviour expectations. This section may be reviewed and updated as business or legal requirements evolve. These guidelines are designed to reinforce a respectful and productive workplace. Where this policy conflicts with statutory requirements, the statutory requirement will prevail.",remote_work,v1,GLOBAL,low,"noise, general, company, social, media, guidelines"
P190,Employee Engagement Activities (General),"This section provides general guidance related to employee engagement activities and is not directly part of the leave or remote work policy corpus. Employees are expected to review this clause before raising queries with HR. Although this clause may not directly govern leave or remote work, it informs broader behaviour expectations. Managers should apply this rule consistently across their teams to avoid perceived bias. Exceptions may be granted only with prior written approval from the appropriate authority.",remote_work,v1,GLOBAL,low,"noise, general, employee, engagement, activities"
P191,Employee Engagement Activities (General),"This section provides general guidance related to employee engagement activities and is not directly part of the leave or remote work policy corpus. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Managers should apply this rule consistently across their teams to avoid perceived bias. This section may be reviewed and updated as business or legal requirements evolve. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise.",remote_work,v1,GLOBAL,low,"noise, general, employee, engagement, activities"
P192,Use of Common Areas and Meeting Rooms (General),"This section provides general guidance related to use of common areas and meeting rooms and is not directly part of the leave or remote work policy corpus. Although this clause may not directly govern leave or remote work, it informs broader behaviour expectations. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. These guidelines are designed to reinforce a respectful and productive workplace. Managers should apply this rule consistently across their teams to avoid perceived bias.",remote_work,v1,GLOBAL,low,"noise, general, use, of, common, areas, and, meeting, rooms"
P193,Employee Engagement Activities (General),"This section provides general guidance related to employee engagement activities and is not directly part of the leave or remote work policy corpus. This section may be reviewed and updated as business or legal requirements evolve. Managers should apply this rule consistently across their teams to avoid perceived bias. Although this clause may not directly govern leave or remote work, it informs broader behaviour expectations. Where this policy conflicts with statutory requirements, the statutory requirement will prevail.",remote_work,v1,GLOBAL,low,"noise, general, employee, engagement, activities"
P194,Use of Common Areas and Meeting Rooms (General),"This section provides general guidance related to use of common areas and meeting rooms and is not directly part of the leave or remote work policy corpus. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Managers should apply this rule consistently across their teams to avoid perceived bias. Exceptions may be granted only with prior written approval from the appropriate authority. Employees are expected to review this clause before raising queries with HR.",remote_work,v1,GLOBAL,low,"noise, general, use, of, common, areas, and, meeting, rooms"
P195,Company Social Media Guidelines (General),"This section provides general guidance related to company social media guidelines and is not directly part of the leave or remote work policy corpus. Where this policy conflicts with statutory requirements, the statutory requirement will prevail. Managers should apply this rule consistently across their teams to avoid perceived bias. Employees are expected to review this clause before raising queries with HR. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise.",remote_work,v1,GLOBAL,low,"noise, general, company, social, media, guidelines"
P196,Company Social Media Guidelines (General),"This section provides general guidance related to company social media guidelines and is not directly part of the leave or remote work policy corpus. Managers should apply this rule consistently across their teams to avoid perceived bias. Exceptions may be granted only with prior written approval from the appropriate authority. These guidelines are designed to reinforce a respectful and productive workplace. Where this policy conflicts with statutory requirements, the statutory requirement will prevail.",remote_work,v1,GLOBAL,low,"noise, general, company, social, media, guidelines"
P197,Use of Common Areas and Meeting Rooms (General),"This section provides general guidance related to use of common areas and meeting rooms and is not directly part of the leave or remote work policy corpus. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Employees are expected to review this clause before raising queries with HR. Exceptions may be granted only with prior written approval from the appropriate authority. Managers should apply this rule consistently across their teams to avoid perceived bias.",sick_leave,v1,GLOBAL,low,"noise, general, use, of, common, areas, and, meeting, rooms"
P198,Office Dress Code Expectations (General),This section provides general guidance related to office dress code expectations and is not directly part of the leave or remote work policy corpus. This section may be reviewed and updated as business or legal requirements evolve. Exceptions may be granted only with prior written approval from the appropriate authority. Managers should apply this rule consistently across their teams to avoid perceived bias. Employees are expected to review this clause before raising queries with HR.,sick_leave,v1,GLOBAL,low,"noise, general, office, dress, code, expectations"
P199,Company Social Media Guidelines (General),"This section provides general guidance related to company social media guidelines and is not directly part of the leave or remote work policy corpus. Managers should apply this rule consistently across their teams to avoid perceived bias. Although this clause may not directly govern leave or remote work, it informs broader behaviour expectations. Employees are expected to review this clause before raising queries with HR. This section may be reviewed and updated as business or legal requirements evolve.",sick_leave,v1,GLOBAL,low,"noise, general, company, social, media, guidelines"
P200,Internal Communication Guidelines (General),"This section provides general guidance related to internal communication guidelines and is not directly part of the leave or remote work policy corpus. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. This section may be reviewed and updated as business or legal requirements evolve. Exceptions may be granted only with prior written approval from the appropriate authority. Where this policy conflicts with statutory requirements, the statutory requirement will prevail.",sick_leave,v1,GLOBAL,low,"noise, general, internal, communication, guidelines"
P201,General Code of Conduct (General),"This section provides general guidance related to general code of conduct and is not directly part of the leave or remote work policy corpus. Employees are expected to review this clause before raising queries with HR. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. Managers should apply this rule consistently across their teams to avoid perceived bias. Where this policy conflicts with statutory requirements, the statutory requirement will prevail.",sick_leave,v1,GLOBAL,low,"noise, general, general, code, of, conduct"
P202,Employee Engagement Activities (General),"This section provides general guidance related to employee engagement activities and is not directly part of the leave or remote work policy corpus. Although this clause may not directly govern leave or remote work, it informs broader behaviour expectations. Managers should apply this rule consistently across their teams to avoid perceived bias. Exceptions may be granted only with prior written approval from the appropriate authority. Employees are expected to review this clause before raising queries with HR.",sick_leave,v1,GLOBAL,low,"noise, general, employee, engagement, activities"
P203,Use of Common Areas and Meeting Rooms (General),"This section provides general guidance related to use of common areas and meeting rooms and is not directly part of the leave or remote work policy corpus. Although this clause may not directly govern leave or remote work, it informs broader behaviour expectations. Employees are expected to review this clause before raising queries with HR. These guidelines are designed to reinforce a respectful and productive workplace. Where this policy conflicts with statutory requirements, the statutory requirement will prevail.",sick_leave,v1,GLOBAL,low,"noise, general, use, of, common, areas, and, meeting, rooms"
P204,Employee Engagement Activities (General),"This section provides general guidance related to employee engagement activities and is not directly part of the leave or remote work policy corpus. Exceptions may be granted only with prior written approval from the appropriate authority. All references to 'days' in this clause refer to working days, unless explicitly stated otherwise. This section may be reviewed and updated as business or legal requirements evolve. Employees are expected to review this clause before raising queries with HR.",sick_leave,v1,GLOBAL,low,"noise, general, employee, engagement, activities"
